accession	description	tax_id	first_public	scientific_name	base_count
AY541092	Drosophila innubila strain CH2_M25 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	2004-12-13	Drosophila innubila	555
AB669860	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: IR2-37.	103765	2014-01-02	Drosophila bocki	831
AB669867	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: BG3146.1.	74550	2014-01-02	Drosophila lini	844
AB669884	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: const-MTK.	1084936	2014-01-02	Drosophila fengkainensis	841
AB669893	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN10 D225.	137078	2014-01-02	Drosophila truncata	830
AB703315	Drosophila affinis Adh gene for alcohol dehydrogenase, partial cds, clone: D.affinis.	7246	2012-03-18	Drosophila affinis	405
AH011593	Drosophila eugracilis strain 4026-0451.0 alcohol dehydrogenase (Adh) gene, partial cds.	29029	2016-04-08	Drosophila eugracilis	566
AY340282	Drosophila americana pop-variant DN01.02X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
AY364496	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	880
AY364498	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	880
AY364518	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	2004-01-30	Drosophila mojavensis	879
AY541098	Drosophila innubila strain CH3_M78 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	2004-12-13	Drosophila innubila	555
AY541099	Drosophila innubila strain CH4_M1 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	2004-12-13	Drosophila innubila	555
EF216310	Drosophila dianensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	426742	2007-06-10	Drosophila dianensis	429
M60989	Drosophila pseudoobscura (subsp. bogotana, strain BOGER) alcohol dehydrogenase (adh) gene, complete cds.	46244	1992-01-26	Drosophila pseudoobscura bogotana	3479
AY541094	Drosophila innubila strain CH2_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	2004-12-13	Drosophila innubila	522
X54813	D.ambigua gene for alcohol dehydrogenase (ADH) (EC 1.1.1.1)	7216	1991-07-23	Drosophila ambigua	4185
AY340281	Drosophila americana pop-variant DN01.01X alcohol dehydrogenase (Adh) gene, partial cds.	40366	2003-08-13	Drosophila americana	881
KJ767241	Drosophila simulans strain 14021-0251.167 alcohol dehydrogenase (Adh) gene, partial cds.	7240	2014-09-04	Drosophila simulans	868
LC057199	Drosophila trilutea Adh gene for alcohol dehydrogenase, partial cds, strain: VT05-ST.	94114	2019-06-04	Drosophila trilutea	831
AY874375	Drosophila subobscura strain line 36 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1406
AY874363	Drosophila subobscura strain line 3a alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	2005-05-31	Drosophila subobscura	1425
U76482	Drosophila mulleri strain -1371.19 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231	1997-03-06	Drosophila mulleri	902
AY154850	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	878
AY154861	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
AB669842	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0712.00.	114631	2014-01-02	Drosophila greeni	830
AY044126	Drosophila albomicans alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	7291	2002-08-06	Drosophila albomicans	725
LC057198	Drosophila takahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0311.06.	29030	2019-06-04	Drosophila takahashii	830
M17834	D.melanogaster (strain Fr-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	1991-07-01	Drosophila melanogaster	2769
M17837	D.melanogaster (strain Ja-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	1991-07-01	Drosophila melanogaster	7242
AB932668	Drosophila polymorpha Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2231.00.	133991	2014-10-26	Drosophila polymorpha	833
AB932670	Drosophila quinaria Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701-1.	95624	2014-10-26	Drosophila quinaria	851
AY044122	Drosophila annulipes alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157053	2002-08-06	Drosophila annulipes	722
AY154847	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	878
AY154855	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
AY154857	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
AY154860	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	2003-03-03	Drosophila arizonae	880
AY154869	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
M17831	D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	7227	1991-07-01	Drosophila melanogaster	2726
M60990	Drosophila pseudoobscura bogotana strain BOG 3389.1 alcohol dehydrogenase (adh) gene, complete cds.	46244	1992-04-30	Drosophila pseudoobscura bogotana	3472
AB669862	Drosophila diplacantha Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0586.00.	61426	2014-01-02	Drosophila diplacantha	829
DQ471609	Drosophila cf. cheda BCW-2006 strain 241 alcohol dehydrogenase (Adh) gene, partial cds.	381457	2006-07-20	Drosophila cf. cheda BCW-2006	711
AB669885	Drosophila kanapiae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0541.00.	137072	2014-01-02	Drosophila kanapiae	838
AF067282	Drosophila helvetica alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	77129	1998-07-02	Drosophila helvetica	437
AF045115	Drosophila sturtevanti strain 14043-0871.2 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30047	1998-06-02	Drosophila sturtevanti	405
AF045122	Drosophila lusaltans strain 14045-0891.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	72470	1998-06-02	Drosophila lusaltans	405
AY154829	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154838	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	880
AY154870	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	2003-03-03	Drosophila mojavensis	879
AY165517	Drosophila americana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	40366	2003-04-22	Drosophila americana	743
AY754433	Drosophila affinis alcohol dehydrogenase-like protein (Adh-r) gene, exons 2, 3 and partial cds.	7246	2005-04-04	Drosophila affinis	740
AF348882	Drosophila triauraria strain WWJ alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67534	2001-04-16	Drosophila triauraria	667
AF348883	Drosophila quadraria strain NIG alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67532	2001-04-16	Drosophila quadraria	667
CK131244	GH25181.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH25181 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	7227	2003-12-03	Drosophila melanogaster	503
AB194414	Drosophila parabipectinata osp, siren1, siren2, Adh, Adhr genes for hypothetical proteins, alcohol dehydrogenase, hypothetical protein, partial and complete cds.	186283	2005-05-07	Drosophila parabipectinata	17499
CV850204	zaa68d07.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	2004-11-19	Drosophila yakuba	193
CV784997	zaa07e12.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	2004-11-12	Drosophila yakuba	542
CV043184	dba16c04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADH_DROSI P07163 ALCOHOL DEHYDROGENASE , mRNA sequence.	7240	2004-08-24	Drosophila simulans	393
CV528161	dba57a04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADHX_DROME P46415 ALCOHOL DEHYDROGENASE CLASS III , mRNA sequence.	7240	2004-10-08	Drosophila simulans	384
AY695386	Drosophila cardini alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133981	2006-08-01	Drosophila cardini	1133
BG632098	GH03334.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03334 3 similar to CG4796: FBan0004796 'alcohol dehydrogenase, iron-dependent' located on: 3R 86D6-86D7 : 04/10/2001, mRNA sequence.	7227	2001-04-28	Drosophila melanogaster	798
BF486174	AT20387.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT20387 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.	7227	2000-12-07	Drosophila melanogaster	816
BI608471	RH13023.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH13023 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/16/2001, mRNA sequence.	7227	2001-09-10	Drosophila melanogaster	530
M57300	Drosophila mettleri alcohol dehydrogenase gene, complete cds, and alcohol dehydrogenase pseudogene, complete.	7228	1991-06-27	Drosophila mettleri	4616
AF006566	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234	1997-09-11	Drosophila persimilis	3486
AY279328	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	30038	2004-03-31	Drosophila mimetica	2698
X04672	Drosophila sechellia gene for alcohol dehydrogenase	7238	1987-06-07	Drosophila sechellia	4582
M60793	Drosophila nigra alcohol dehydrogenase gene, complete cds.	7272	1992-06-06	Drosophila nigra	894
M63287	Drosophila heteroneura alcohol dehydrogenase gene, complete cds.	32382	1991-04-04	Drosophila heteroneura	1634
M63390	Drosophila planitibia alcohol dehydrogenase gene, complete cds.	7236	1991-04-04	Drosophila planitibia	1616
U68472	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	30013	1999-01-06	Drosophila madeirensis	1403
X62222	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3479
X62236	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3479
X64471	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3493
X64478	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3506
JF735885	Drosophila tenebrosa alcohol dehydrogenase gene, partial cds.	614641	2011-10-24	Drosophila tenebrosa	531
M63303	Drosophila differens alcohol dehydrogenase gene, complete cds.	7219	1991-04-04	Drosophila differens	1630
U68470	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	7266	1999-01-06	Drosophila guanche	1323
X62184	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3481
X62186	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3501
X62192	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3481
X62233	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3499
M19263	D.simulans alcohol dehydrogenase gene, complete cds.	7240	1988-10-04	Drosophila simulans	4607
X62209	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3457
X62189	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3457
X62198	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3485
X62200	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3480
X62225	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3478
X62182	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3502
X62194	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3465
X62203	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3499
X62215	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3499
X62191	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3472
X64469	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	1992-10-16	Drosophila pseudoobscura	3471
U07641	Drosophila melanogaster alcohol dehydrogenase mRNA, complete cds.	7227	1994-07-04	Drosophila melanogaster	1140
AY238779	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	2003-04-08	Drosophila miranda	2042
AY238775	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	2003-04-08	Drosophila miranda	2042
AF264078	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.	46793	2000-05-30	Drosophila paulistorum	405
AF264079	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.	46795	2000-05-30	Drosophila pavlovskiana	405
DQ471662	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.	47316	2006-07-20	Drosophila littoralis	711
MG684381	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.	88882	2018-02-04	Drosophila kepulauana	730
U26838	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.	40367	1995-06-30	Drosophila flavomontana	957
U94199	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.	46802	1998-02-23	Drosophila lineosetae	222
U94207	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.	46827	1998-02-23	Drosophila tanythrix	204
X78402	D.melanogaster DNA alcohol dehydrogenase null activity allele	7227	1994-05-31	Drosophila melanogaster	44
AF264080	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.	46791	2000-05-30	Drosophila sucinea	405
AY006419	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.	7236	2001-09-04	Drosophila planitibia	510
AY006421	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.	46818	2001-09-04	Drosophila substenoptera	510
AY006425	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.	48319	2001-09-04	Drosophila ingens	510
DQ471665	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.	40370	2006-07-20	Drosophila montana	711
EU532120	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	46792	2010-01-21	Drosophila insularis	566
HQ631468	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.	7237	2011-08-30	Drosophila pseudoobscura	290
HQ631476	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.	109356	2011-08-30	Drosophila leontia	290
MG684383	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.	157059	2018-02-04	Drosophila siamana	719
U48715	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.	46435	1996-04-10	Drosophila hawaiiensis	3335
AF059891	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	7257	1998-04-28	Drosophila robusta	290
AY006408	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.	48321	2001-09-04	Drosophila hanaulae	510
AY750117	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.	311474	2005-12-31	Drosophila longiserrata	911
AY750124	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.	189258	2005-12-31	Drosophila micromelanica	911
AY750135	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	311480	2005-12-31	Drosophila medioconstricta	911
DQ471629	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	30041	2006-07-20	Drosophila polychaeta	711
DQ471632	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.	309936	2006-07-20	Drosophila daruma	711
DQ471633	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.	381460	2006-07-20	Drosophila fluvialis	711
DQ471666	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	103845	2006-07-20	Drosophila nannoptera	711
X98338	D.melanogaster mRNA for alcohol dehydrogenase related protein	7227	1996-12-22	Drosophila melanogaster	2071
DQ471627	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.	381448	2006-07-20	Drosophila angor	711
DQ471634	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.	309938	2006-07-20	Drosophila latifshahi	711
AF264076	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	46792	2000-05-30	Drosophila insularis	405
AY006414	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.	47010	2001-09-04	Drosophila silvestris	510
AY006416	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.	7219	2001-09-04	Drosophila differens	510
DQ471656	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.	302448	2006-07-20	Drosophila anceps	711
AF264075	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	126477	2000-05-30	Drosophila fumipennis	405
AY006422	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.	46804	2001-09-04	Drosophila melanocephala	510
U90955	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.	7282	1997-11-14	Drosophila obscura	453
EU532118	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	46790	2010-01-21	Drosophila equinoxialis	573
EU532119	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	7260	2010-01-21	Drosophila willistoni	533
GQ376036	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.	7274	2009-08-02	Drosophila serrata	410
U90953	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.	57873	1997-11-14	Drosophila hubeiensis	432
GQ376031	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.	88886	2009-08-02	Drosophila sulfurigaster	410
GQ376032	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.	46829	2009-08-02	Drosophila birchii	410
U94208	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.	58308	1998-02-23	Drosophila dasycnemia	204
U48714	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.	7222	1996-04-08	Drosophila grimshawi	3644
AY238771	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	2003-04-08	Drosophila miranda	2042
AY238773	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	2003-04-08	Drosophila miranda	2042
AF260696	Drosophila biseriata alcohol dehydrogenase-related protein gene, partial cds.	137002	2000-09-20	Drosophila biseriata	487
KM016476	Drosophila simulans isolate KY34 alcohol dehydrogenase-related gene, intron.	7240	2014-09-24	Drosophila simulans	478
U95267	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.	7260	1999-01-06	Drosophila willistoni	1172
KM016473	Drosophila simulans isolate KY02 alcohol dehydrogenase-related gene, intron.	7240	2014-09-24	Drosophila simulans	480
AB261129	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.	157053	2007-11-03	Drosophila annulipes	835
AB261130	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.	387621	2007-11-03	Drosophila quadrilineata	859
AB261141	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.	30019	2007-11-03	Drosophila busckii	820
AF260694	Drosophila funebris alcohol dehydrogenase-related protein gene, partial cds.	7221	2000-09-20	Drosophila funebris	453
AF260698	Drosophila repleta alcohol dehydrogenase-related protein gene, partial cds.	30043	2000-09-20	Drosophila repleta	451
AY279322	Drosophila yakuba alcohol dehydrogenase related (Adhr) gene, complete cds.	7245	2004-03-31	Drosophila yakuba	1741
KM016468	Drosophila simulans isolate KY33 alcohol dehydrogenase-related gene, intron.	7240	2014-09-24	Drosophila simulans	476
AY279324	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	7220	2004-03-31	Drosophila erecta	976
DQ471636	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.	381473	2006-07-20	Drosophila sp. T	711
U76485	Drosophila mulleri alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	7231	1997-03-06	Drosophila mulleri	261
U76486	Drosophila mojavensis alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	7230	1997-03-06	Drosophila mojavensis	245
U95265	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.	7260	1999-01-06	Drosophila willistoni	1172
DQ471643	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.	7244	2006-07-20	Drosophila virilis	711
U95257	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.	7260	1999-01-06	Drosophila willistoni	1172
AB154554	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh13.	30033	2004-04-01	Drosophila kikkawai	686
AF201434	Drosophila simulans isolate C167 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	480
AF201448	Drosophila simulans isolate MD221 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	479
AF284474	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.	7226	2000-11-02	Drosophila mauritiana	702
AF284478	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.	7226	2000-11-02	Drosophila mauritiana	701
DQ471617	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.	381448	2006-07-20	Drosophila angor	711
DQ471642	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.	381452	2006-07-20	Drosophila barutani	711
HQ110511	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.	7271	2011-05-06	Drosophila nebulosa	795
HQ110513	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.	30039	2011-05-06	Drosophila neocordata	832
KX976506	Drosophila yakuba isolate Yakuba_COST_1235_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	2016-11-12	Drosophila yakuba	771
KX976515	Drosophila yakuba isolate Yakuba_3_23 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	2016-11-12	Drosophila yakuba	771
KX976519	Drosophila yakuba isolate Yakuba_4_21 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	2016-11-12	Drosophila yakuba	771
M62742	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	7268	1991-07-11	Drosophila mayaguana	905
U95275	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.	7271	1999-01-06	Drosophila nebulosa	1251
AB154552	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh11.	30033	2004-04-01	Drosophila kikkawai	683
AF201425	Drosophila mauritiana isolate G52 alcohol dehydrogenase (Adhr) gene, intron 1.	7226	2000-07-03	Drosophila mauritiana	475
AF201428	Drosophila simulans isolate TT00 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	479
AF201432	Drosophila simulans isolate NC37 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	480
AF201437	Drosophila simulans isolate MD106 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	479
AF201440	Drosophila simulans isolate RU35 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	479
AF201441	Drosophila simulans isolate RU00 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	480
AY095941	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.	42027	2003-05-01	Drosophila kuntzei	431
AY095947	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.	193352	2003-05-01	Drosophila unispina	442
DQ471614	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.	381448	2006-07-20	Drosophila angor	711
DQ471625	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.	381468	2006-07-20	Drosophila perlucida	711
M62743	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	7264	1991-07-11	Drosophila buzzatii	908
U95251	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.	7260	1999-01-06	Drosophila willistoni	1174
U95256	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.	7260	1999-01-06	Drosophila willistoni	1172
KX384732	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.	42062	2017-01-03	Drosophila nasuta	1122
AB154561	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh20.	30033	2004-04-01	Drosophila kikkawai	683
AF201436	Drosophila simulans isolate DSR alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	480
AF201438	Drosophila simulans isolate MD225 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	480
AF201443	Drosophila simulans isolate RU07 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2000-07-03	Drosophila simulans	479
AF284477	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.	7226	2000-11-02	Drosophila mauritiana	702
AY804555	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.	7245	2005-10-06	Drosophila yakuba	759
DQ471646	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.	2609301	2006-07-20	Drosophila bipatita (nomen nudum)	711
JX455215	Drosophila simulans isolate HW46 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	2012-09-03	Drosophila simulans	480
